ID,date,mode,time_arrive,time_leave,car_own,rank_1,rank_2,rank_3,rank_4,rank_5,first_activity,last_activity,school_year,housing,complex,housing_type,city,longitude,latitude,grow_up,hs_modes,gender,married,children,college,college_work,work,parent_education
R_2EtySlyfm4ESluK,2022-03-28 12:03:33,Walk,8H 45M 0S,16H 0M 0S,Yes,Convenience,Distance,Availability,Preference,NA,10,5,Freshman,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.63785198515153,40.250794047999996,Meridian idaho,"Drive alone or with siblings,Dropped off by parent or guardian,School bus",Male,No,No,Engineering,NA,"Yes, on campus",Some college
R_3qUOLMLIowjOunW,2022-03-28 12:03:42,Drive alone,7H 55M 0S,17H 30M 0S,Yes,Convenience,Distance,Time,Flexibility,Weather,10,10,Senior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,Rexburg ID USA,"Drive alone or with siblings,Dropped off by parent or guardian",Female,Yes,No,Life Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_3MnhbQE2JuXi9lz,2022-03-28 12:03:49,Other (specify):,9H 0M 0S,20H 52M 0S,No,Convenience,Exercise,Preference,Availability,Environment,5,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,spokane Washington,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Male,No,No,Business,NA,No,Doctorate or professional degree
R_x5Do2sOHswbbVYJ,2022-03-28 12:04:16,Walk,5H 30M 0S,12H 5M 0S,No,Availability,Distance,Flexibility,Convenience,Exercise,7,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Gaithersburg, Maryland","Carpool with peers,Dropped off by parent or guardian,Walk",Female,No,No,Other/Undeclared,NA,"Yes, on campus",Doctorate or professional degree
R_3koVQPPCejyZK0U,2022-03-28 12:04:24,"Bicycle, scooter, skateboard, etc.",NA,19H 13M 0S,Yes,Convenience,Distance,Cost,Flexibility,Exercise,8,8,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64419132121213,40.23481773390909,"Pleasant grove, Utah, Utah","Drive alone or with siblings,Carpool with peers",Male,Yes,No,Life Sciences,NA,"Yes, on campus",Master's degree
R_ylwbZOoWxb0leBb,2022-03-28 12:04:47,Carpool,9H 0M 0S,16H 0M 0S,No,Cost,Parking,Convenience,Flexibility,NA,10,8,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65749669575759,40.24519772063636,Vancouver canada,Drive alone or with siblings,Female,Yes,No,Life Sciences,NA,NA,Master's degree
R_RV2zEFDvdwQ0QaR,2022-03-28 12:05:07,Walk,10H 5M 0S,23H 0M 0S,Yes,Time,Parking,Distance,Cost,NA,8,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.6506752809091,40.23995231809091,"Palm Beach, FL","Drive alone or with siblings,Dropped off by parent or guardian,School bus",Female,No,No,Nursing,NA,"Yes, on campus",Bachelor's degree
R_20VDEkxHSHnf7HG,2022-03-28 12:05:14,Walk,10H 0M 0S,12H 4M 0S,No,Cost,Parking,Availability,Distance,NA,8,8,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,Lehi ut,"Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Education,NA,"Yes, on campus",Master's degree
R_RrYyrgvOu5y84Q9,2022-03-28 12:05:15,Walk,10H 0M 0S,12H 0M 0S,No,Availability,NA,NA,NA,NA,9,2,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,Utah,"Drive alone or with siblings,Dropped off by parent or guardian,Walk",Female,No,No,Education,NA,"Yes, off campus",Master's degree
R_2BsW1V8n4BaRABQ,2022-03-28 12:06:10,Walk,10H 2M 0S,16H 50M 0S,Yes,Cost,Parking,Distance,Exercise,Preference,8,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65057886515153,40.241042031999996,"cedar hills, utah, usa","Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Life Sciences,NA,"Yes, both on and off campus",Master's degree
R_2xx8HMTQgKLw9qj,2022-03-28 12:06:52,Walk,10H 0M 0S,16H 0M 0S,Yes,Parking,Cost,Distance,NA,NA,8,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64865055000001,40.24039559154545,"Albuquerque, New Mexico, USA",Drive alone or with siblings,Male,No,No,Life Sciences,NA,"Yes, on campus",Master's degree
R_rkWGKVFt9JA9YPf,2022-03-28 12:07:05,Walk,9H 0M 0S,23H 30M 0S,No,Cost,Distance,Availability,Parking,Exercise,7,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66255852303031,40.25373073463636,"Camas, Washington, United States of America","Drive alone or with siblings,School bus",Female,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_NVfohxewRMrwFwt,2022-03-28 12:07:17,Walk,11H 0M 0S,17H 0M 0S,Yes,Preference,NA,NA,NA,NA,10,2,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64715610575759,40.23925046845454,Utah,Walk,Male,No,No,Life Sciences,NA,"Yes, on campus",Master's degree
R_1oo6rGBXvwilofX,2022-03-28 12:07:25,The Ryde shuttle bus,8H 47M 0S,13H 0M 0S,Yes,Convenience,Time,Cost,NA,NA,8,8,Freshman,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.6685363,40.26420307,houston,Drive alone or with siblings,Male,No,No,Business,NA,No,No college/post-secondary education
R_3scVu5DOU4dGp4t,2022-03-28 12:07:54,Walk,NA,17H 0M 0S,Yes,Parking,Health,Exercise,NA,NA,6,8,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64110601696972,40.237181858999996,"Vienna, VA","Drive alone or with siblings,Walk",Female,No,No,Life Sciences,NA,"Yes, off campus",Doctorate or professional degree
R_2ZJK3LI96DYQJhc,2022-03-28 12:12:20,Walk,8H 0M 0S,15H 0M 0S,Yes,Parking,Cost,NA,NA,NA,6,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64906031696971,40.23960139327272,"Fayettevile, North Carolina, USA","Drive alone or with siblings,School bus",Male,No,No,Fine Arts and Communications,NA,"Yes, both on and off campus",No college/post-secondary education
R_3j3691gXGs28CIz,2022-03-28 12:12:53,Walk,8H 0M 0S,20H 0M 0S,Yes,Convenience,NA,NA,NA,NA,9,7,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65081990454546,40.24242726154545,Utah,Drive alone or with siblings,Male,No,No,Life Sciences,NA,"Yes, off campus",Master's degree
R_3dVTkm7FxETGZpY,2022-03-28 12:14:30,Walk,10H 0M 0S,18H 0M 0S,No,Convenience,Availability,Time,NA,NA,8,7,Junior,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Owasso, OK, USA",Drive alone or with siblings,Female,No,No,Engineering,NA,"Yes, on campus",Bachelor's degree
R_2sRvaKmnZtLGJqZ,2022-03-28 12:14:42,Walk,11H 8M 0S,17H 50M 0S,Yes,Distance,Parking,Convenience,Time,Exercise,9,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65561658848486,40.23943516572727,"Riverton, Utah, USA","Drive alone or with siblings,Carpool with peers",Female,No,No,Humanities,NA,"Yes, on campus",Bachelor's degree
R_8wtW42OGBmfNdGF,2022-03-28 12:16:36,Walk,9H 45M 0S,16H 30M 0S,Yes,Parking,Cost,Convenience,Distance,Exercise,9,2,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65990708969697,40.24261195881818,"Salt Lake City, Utah, USA",Drive alone or with siblings,Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, both on and off campus",Doctorate or professional degree
R_1jpMtOCUqeeK0zp,2022-03-28 12:17:00,Dropped off by someone else,9H 0M 0S,18H 0M 0S,No,Availability,Distance,Cost,Convenience,Preference,8,9,Junior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,"WPB, FL",Dropped off by parent or guardian,Female,Yes,No,Humanities,NA,"Yes, off campus",No college/post-secondary education
R_3JyqN9tM8Oy82iP,2022-03-28 12:17:19,Walk,8H 0M 0S,16H 0M 0S,Yes,Parking,Environment,Cost,Convenience,NA,8,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64930135636365,40.23841933072727,Oregon,"Dropped off by parent or guardian,School bus",Male,No,No,Life Sciences,NA,No,Master's degree
R_3HFydsXLFsWqZxk,2022-03-28 12:18:37,Walk,8H 57M 0S,17H 0M 0S,Yes,Parking,Cost,Exercise,Preference,Environment,6,10,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64491443939394,40.237366556272725,"Henderson, NV USA","Drive alone or with siblings,Dropped off by parent or guardian,Walk",Female,No,No,Fine Arts and Communications,NA,"Yes, both on and off campus",Master's degree
R_3e53sGqvmArzeM5,2022-03-28 12:22:06,Walk,10H 45M 0S,18H 30M 0S,Yes,Convenience,Time,Parking,Distance,Health,9,9,Graduate student,Off-campus BYU-contracted housing,NA,NA,Provo,111.6534472339394,40.24010007590909,"Ripon, CA USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,Business,NA,No,Bachelor's degree
R_Rm0vrVhsfrA8Z0t,2022-03-28 12:23:25,Walk,9H 0M 0S,18H 0M 0S,Yes,Parking,Convenience,Distance,Time,NA,7,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65990708969697,40.245216190363635,Colorado,Drive alone or with siblings,Male,No,No,Engineering,NA,"Yes, off campus",No college/post-secondary education
R_1mV3aahtDq7gMP4,2022-03-28 12:24:19,Walk,7H 50M 0S,17H 0M 0S,No,Distance,Availability,NA,NA,NA,8,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65711103272729,40.25639037536364,Cedar Hills Utah,"Dropped off by parent or guardian,Walk",Male,No,No,Life Sciences,NA,No,Master's degree
R_3LdtRXHUcW0S7E0,2022-03-28 12:24:23,Walk,12H 0M 0S,20H 0M 0S,Yes,Convenience,Weather,Distance,Preference,Exercise,8,5,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64173271939396,40.243369217636364,texas,Drive alone or with siblings,Female,No,No,Life Sciences,NA,"Yes, on campus",Some college
R_3JgyjJEvkRXLsLQ,2022-03-28 12:26:16,Walk,9H 0M 0S,15H 30M 0S,Yes,Weather,Distance,Health,Exercise,Convenience,10,10,Faculty/Staff,NA,NA,"Renting, Multi-family (e.g. apartments)",Provo,111.65441139151515,40.23572275054545,"Kaysville, Utah, USA","Drive alone or with siblings,School bus",Female,Yes,No,NA,Other,NA,Doctorate or professional degree
R_3Em3mS0b0poCyQk,2022-03-28 12:29:34,Walk,7H 49M 0S,12H 26M 0S,Yes,Distance,Convenience,Weather,Exercise,Preference,10,9,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Eagle, I’d, USA",Drive alone or with siblings,Female,No,No,Education,NA,"Yes, on campus",Bachelor's degree
R_3hm5p5rJoGBPxRn,2022-03-28 12:32:51,Walk,8H 30M 0S,19H 0M 0S,No,Cost,Parking,Distance,Convenience,Flexibility,9,9,Sophomore,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Houston, Texas, USA","Carpool with peers,Dropped off by parent or guardian",Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_3F1Z2bxbksd8DBK,2022-03-28 12:36:05,The Ryde shuttle bus,9H 20M 0S,14H 30M 0S,Yes,Parking,Convenience,Cost,Availability,NA,9,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66672850454546,40.25845898481818,"Redmond, WA",Drive alone or with siblings,Male,No,No,Physical and Mathematical Sciences,NA,"Yes, both on and off campus",Bachelor's degree
R_2qDiIPZUToAm7bg,2022-03-28 12:38:31,Walk,10H 30M 0S,16H 30M 0S,Yes,Flexibility,Convenience,Parking,Distance,Time,8,9,Graduate student,Off-campus BYU-contracted housing,NA,NA,Provo,111.66236569151516,40.24663835936364,"North Ogden, UT","Drive alone or with siblings,Carpool with peers",Female,No,No,Business,NA,"Yes, on campus",Master's degree
R_30qIpZMKusPb1Ud,2022-03-28 12:38:56,Walk,8H 50M 0S,16H 14M 0S,Yes,Convenience,Parking,NA,NA,NA,8,8,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.6598106739394,40.249575046,"North Ogden, Utah",Drive alone or with siblings,Female,No,No,Business,NA,No,Bachelor's degree
R_3fkRbqpkpSSo0n1,2022-03-28 12:39:19,Walk,7H 45M 0S,18H 0M 0S,Yes,Convenience,Distance,Time,Exercise,Safety,9,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65407393636364,40.246804586909086,North Ogden UT USA,Drive alone or with siblings,Female,No,No,Business,NA,No,Some college
R_DOElcGPjhnzNXcl,2022-03-28 12:42:44,Walk,8H 55M 0S,20H 13M 0S,Yes,Time,Convenience,Cost,Flexibility,Health,10,8,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64493854333334,40.24418188563636,Washington State,"Drive alone or with siblings,Carpool with peers",Male,No,No,Life Sciences,NA,"Yes, both on and off campus",Some college
R_23faJnOqVehsIHa,2022-03-28 12:45:40,Walk,10H 15M 0S,16H 15M 0S,Yes,Convenience,Distance,Weather,Exercise,Health,8,6,Junior,Off-campus BYU-contracted housing,NA,NA,Other (specify):,NA,NA,North Ogden Utah,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,Education,NA,No,Master's degree
R_3GvyJ2Tq6QJyy9R,2022-03-28 12:46:46,Walk,9H 0M 0S,17H 0M 0S,No,Distance,Convenience,Availability,NA,NA,9,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Farmington, New Mexico, United States","Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Physical and Mathematical Sciences,NA,No,Doctorate or professional degree
R_QgCVPO88v7UGzIJ,2022-03-28 12:47:28,Walk,7H 50M 0S,14H 0M 0S,Yes,Convenience,Availability,NA,NA,NA,10,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6634262648485,40.252825718,"Holladay, utah",Drive alone or with siblings,Male,No,No,Other/Undeclared,NA,"Yes, off campus",Master's degree
R_1meYC31aevN6U2x,2022-03-28 12:47:29,Other (specify):,8H 0M 0S,15H 0M 0S,No,Cost,Availability,Convenience,NA,NA,8,10,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,Louisiana,Walk,Male,No,No,Engineering,NA,"Yes, on campus",Master's degree
R_27xojnSiD6vpCaZ,2022-03-28 12:52:18,Drive alone,11H 0M 0S,18H 0M 0S,Yes,Availability,Distance,Flexibility,Convenience,Cost,9,7,Senior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,"American Fork, Utah, USA",Walk,Male,Yes,"Yes, 1",Engineering,NA,"Yes, off campus",Associate's degree
R_2xLiXhfQpCGTCQj,2022-03-28 12:52:45,Walk,9H 0M 0S,18H 30M 0S,No,Cost,Availability,NA,NA,NA,9,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65038603363638,40.23943516572727,"Cedar Rapids, Iowa, US",Drive alone or with siblings,Female,No,No,Humanities,NA,"Yes, on campus",Bachelor's degree
R_3RqIKwGaUqtu2SN,2022-03-28 12:53:15,Walk,7H 50M 0S,17H 0M 0S,No,Convenience,Health,Exercise,Preference,Weather,8,8,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"East Wenatchee, Washington, US",Drive alone or with siblings,Female,No,No,Life Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_XiYWgx0x28KaaMp,2022-03-28 13:05:14,Walk,8H 55M 0S,18H 29M 0S,Yes,Preference,Privacy,Exercise,Flexibility,Cost,9,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64110601696972,40.23734808654545,"Brooklyn Park, MN, USA","Drive alone or with siblings,Carpool with peers,School bus",Female,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Master's degree
R_1i5pOw7HH00dlO8,2022-03-28 13:06:43,The Ryde shuttle bus,9H 10M 0S,17H 40M 0S,Yes,Distance,Availability,Time,Cost,NA,9,8,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.63912949393941,40.23897342254545,Bountiful UT USA,Drive alone or with siblings,Female,No,No,Education,NA,"Yes, on campus",Master's degree
R_31t2B4K3vOya2ur,2022-03-28 13:14:56,Walk,9H 45M 0S,14H 0M 0S,Yes,Parking,Exercise,NA,NA,NA,7,6,Senior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.65997940151516,40.25217927754545,"Victor, ID, USA",Drive alone or with siblings,Male,Yes,No,Engineering,NA,"Yes, off campus",Bachelor's degree
R_3nuEozoc3OGITDF,2022-03-28 13:23:22,Walk,10H 2M 0S,18H 40M 0S,Yes,Time,Cost,Environment,Convenience,Parking,8,8,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65964194636365,40.254100129181815,"Enid, Oklahoma","Drive alone or with siblings,Dropped off by parent or guardian,School bus,Walk",Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Master's degree
R_1d18JcXGweSqiUY,2022-03-28 14:00:34,Drive alone,4H 45M 0S,18H 30M 0S,Yes,Availability,Flexibility,NA,NA,NA,9,9,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66212465212122,40.25890225827273,"Mckinney, Texas, United States",Drive alone or with siblings,Male,No,No,Business,NA,"Yes, on campus",Bachelor's degree
R_1jBWuCSmWlJBjGT,2022-03-28 14:29:11,UTA Transit (incl. UVX Bus),11H 0M 0S,15H 0M 0S,Yes,Parking,Convenience,Cost,Environment,Preference,9,6,Graduate student,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.65443549545455,40.22658023554545,"Guilford, Connecticut","Drive alone or with siblings,School bus",Female,Yes,No,Humanities,NA,"Yes, on campus",Bachelor's degree
R_1C17skPvv16Ck5n,2022-03-28 15:02:37,Walk,9H 0M 0S,18H 7M 0S,Yes,Cost,Parking,Distance,Exercise,Environment,9,6,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66398065545455,40.24591804,NA,NA,NA,NA,NA,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_2dvaabLtCBI7Gop,2022-03-28 15:39:00,Walk,11H 0M 0S,17H 0M 0S,Yes,Environment,Convenience,Preference,Distance,Time,8,9,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64853003030304,40.24087580445454,"Kennewick,Wa, USA","Drive alone or with siblings,School bus",Female,No,No,Life Sciences,NA,"Yes, off campus",Master's degree
R_2sQGCMIONDJqx9J,2022-03-28 15:52:43,Walk,NA,18H 30M 0S,No,Availability,Exercise,Health,Flexibility,Distance,9,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64942187606061,40.237920648090906,"Dublin, Ohio, USA","Carpool with peers,Dropped off by parent or guardian,School bus,Bicycle, scooter, skateboard, etc.,Walk",Male,No,No,Business,NA,"Yes, both on and off campus",Doctorate or professional degree
R_3PcTyfbhHiGtm9i,2022-03-28 16:32:10,Drive alone,8H 45M 0S,20H 0M 0S,Yes,Weather,Safety,NA,NA,NA,9,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64004544363638,40.24011854563636,"Monroe, Michigan, USA","Drive alone or with siblings,Carpool with peers,School bus",Male,No,No,Life Sciences,NA,"Yes, on campus",Bachelor's degree
R_3J93pZNA0JILDgQ,2022-03-29 10:02:06,Walk,9H 0M 0S,19H 15M 0S,No,Parking,Cost,Convenience,Distance,Exercise,11,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.6506752809091,40.241097441181815,"Rexburg, Idaho","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,Fine Arts and Communications,NA,"Yes, on campus",Doctorate or professional degree
R_2thAMicIMRDGNK1,2022-03-29 10:04:03,The Ryde shuttle bus,9H 50M 0S,20H 0M 0S,No,Availability,Convenience,NA,NA,NA,7,9,Sophomore,On-campus housing,Wyview Park,NA,NA,111.66039,40.26054,Ohio,Dropped off by parent or guardian,Male,No,No,Life Sciences,NA,No,Bachelor's degree
R_21mMxReJJ30nbSd,2022-03-29 10:04:33,Walk,8H 57M 0S,18H 1M 0S,No,Distance,Time,Convenience,Cost,Weather,11,9,Graduate student,Off-campus BYU-contracted housing,NA,NA,Provo,111.660582,40.25173600409091,Russia,"Public transportation,Walk",Female,No,No,Education,NA,"Yes, on campus",Bachelor's degree
R_1FbqHharUPehzSD,2022-03-29 10:15:06,Walk,8H 0M 0S,10H 30M 0S,Yes,Parking,Cost,Exercise,Convenience,NA,8,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,NA,NA,Arizona,Drive alone or with siblings,Female,No,No,Life Sciences,NA,"Yes, off campus",Bachelor's degree
R_25XVeCUbb9ZJWLH,2022-03-29 10:18:23,Walk,NA,20H 30M 0S,Yes,Parking,Distance,Convenience,NA,NA,7,2,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"American Fork, UT",Drive alone or with siblings,Male,No,No,Life Sciences,NA,"Yes, on campus",Some college
R_1FtgJ10nnuKVsGA,2022-03-29 10:22:20,Walk,10H 0M 0S,19H 0M 0S,No,Preference,Convenience,Distance,Weather,Parking,9,4,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65009678636365,40.240229363999994,"Amman, Jordan",Drive alone or with siblings,Male,No,No,Business,NA,NA,Master's degree
R_32Xz8ed8tBqwrxy,2022-03-29 10:33:18,Walk,7H 40M 0S,17H 0M 0S,Yes,Cost,Distance,Environment,Time,NA,6,9,Senior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,"Kearns, Utah, USA","Drive alone or with siblings,Carpool with peers",Female,Yes,"Yes, 1","Family, Home, and Social Sciences",NA,"Yes, on campus",No college/post-secondary education
R_10C4qjQrUg8UbVT,2022-03-29 10:36:59,Walk,10H 30M 0S,10H 30M 0S,Yes,Distance,Convenience,Preference,Cost,Availability,6,9,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,NA,Drive alone or with siblings,Male,No,No,Business,NA,NA,Bachelor's degree
R_3G9g91NMhNSbERl,2022-03-29 10:40:22,Walk,9H 20M 0S,17H 0M 0S,No,Distance,Time,Convenience,Exercise,Environment,9,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65441139151515,40.240635698,"Layton, UT USA","Drive alone or with siblings,Carpool with peers",Female,No,No,Fine Arts and Communications,NA,"Yes, on campus",Master's degree
R_3sntGMX1nq54pZn,2022-03-29 10:40:31,Walk,9H 30M 0S,16H 0M 0S,No,Availability,Convenience,Cost,NA,NA,7,8,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,WA state,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Male,No,No,Engineering,NA,No,Bachelor's degree
R_3kncRyukPhjQ7wH,2022-03-29 10:41:37,Drive alone,8H 20M 0S,14H 0M 0S,Yes,Convenience,Weather,Flexibility,Distance,Preference,6,10,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66284777030303,40.23998925754545,"Kailua Kona, Hawaii, USA",Drive alone or with siblings,Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, off campus",No college/post-secondary education
R_3GDmqX9qNiW5vWe,2022-03-29 10:43:28,Carpool,8H 0M 0S,20H 0M 0S,Yes,Weather,NA,NA,NA,NA,9,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65291694727274,40.237421965454544,"Las Vegas, NV","Carpool with peers,Walk",Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_1gHLmE74HrIU8bS,2022-03-29 10:44:19,Walk,8H 40M 0S,18H 0M 0S,No,Convenience,Cost,NA,NA,NA,11,10,Freshman,On-campus housing,Helaman Halls,NA,NA,111.65426,40.2531,"Folsom, California, US","Drive alone or with siblings,Carpool with peers,Other (specify):",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Doctorate or professional degree
R_2QKyoilmOHySk5O,2022-03-29 10:45:23,Walk,8H 0M 0S,17H 0M 0S,Yes,Distance,Time,Convenience,Flexibility,Preference,7,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64493854333334,40.243867900272726,"Eagle, Idaho, United States","Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Life Sciences,NA,No,Doctorate or professional degree
R_31u3fpITl3Nrlp3,2022-03-29 10:46:28,The Ryde shuttle bus,9H 40M 0S,11H 0M 0S,Yes,Parking,Flexibility,Time,Convenience,NA,9,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.64088908151517,40.2383269820909,"Cedar City, Utah","Drive alone or with siblings,School bus",Female,No,No,Other/Undeclared,NA,"Yes, on campus",Master's degree
R_T2fQ8nKWVyxaiid,2022-03-29 10:46:28,Walk,9H 30M 0S,10H 45M 0S,No,Distance,Preference,Exercise,NA,NA,9,10,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65641201848486,40.24403412781818,Yakima WA,Drive alone or with siblings,Female,No,No,Education,NA,"Yes, off campus",Master's degree
R_2dg2dlkXHQ5nLVz,2022-03-29 10:48:00,Walk,9H 20M 0S,16H 0M 0S,Yes,Parking,Convenience,Cost,NA,NA,9,7,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64983164303031,40.23897342254545,California,Drive alone or with siblings,Male,No,No,Engineering,NA,No,Master's degree
R_efjJruaNxCuxH3P,2022-03-29 10:48:22,Walk,7H 30M 0S,16H 30M 0S,Yes,Parking,Distance,Convenience,Health,Exercise,11,9,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,NA,NA,Australia,Drive alone or with siblings,Male,No,No,Engineering,NA,"Yes, on campus",No college/post-secondary education
R_2R3AkbJ9gyRyuXm,2022-03-29 10:49:46,Walk,9H 0M 0S,17H 0M 0S,Yes,Parking,Exercise,NA,NA,NA,9,8,Junior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,Oregon,Drive alone or with siblings,Male,Yes,"Yes, 1",Life Sciences,NA,"Yes, on campus",Doctorate or professional degree
R_z13GjGjxJrqfyi5,2022-03-29 10:50:16,Walk,9H 30M 0S,11H 0M 0S,Yes,Parking,Convenience,Distance,Time,NA,6,6,Sophomore,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.64898800515152,40.23998925754545,"Los Angeles, CA, USA",Drive alone or with siblings,Female,No,No,Business,NA,"Yes, off campus",Master's degree
R_2AKVLBlo4lZ5mML,2022-03-29 10:51:03,Dropped off by someone else,9H 15M 0S,18H 0M 0S,Yes,Availability,NA,NA,NA,NA,9,8,Senior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,"Littleton, CO, USA",Drive alone or with siblings,Male,Yes,"Yes, 1",Engineering,NA,"Yes, on campus",Master's degree
R_24cKdtvBcFaBacl,2022-03-29 10:51:05,Walk,8H 0M 0S,17H 30M 0S,No,NA,NA,NA,NA,NA,6,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64544472606062,40.241356017363636,Midland Texas,Drive alone or with siblings,Female,No,No,"Family, Home, and Social Sciences",NA,No,Master's degree
R_2pQSr6q0aDAkVJk,2022-03-29 10:51:08,UTA Transit (incl. UVX Bus),7H 44M 0S,17H 49M 0S,No,Environment,Health,NA,NA,NA,9,5,Junior,Non-BYU-contracted housing (including with family),NA,NA,Springville,111.61066,40.16525,"Maryville, MO","Carpool with peers,Dropped off by parent or guardian,Walk",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Doctorate or professional degree
