ID,date,mode,time_arrive,time_leave,car_own,rank_1,rank_2,rank_3,rank_4,rank_5,first_activity,last_activity,school_year,housing,complex,housing_type,city,longitude,latitude,grow_up,hs_modes,gender,married,children,college,college_work,work,parent_education
R_3QSJEQ9vKTnw4UM,2022-03-29 10:52:57,Walk,8H 45M 0S,17H 0M 0S,Yes,Distance,Convenience,Exercise,Parking,NA,7,11,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.6399249239394,40.24028477318181,"Brentwood, Tennessee, USA",Drive alone or with siblings,Male,No,No,Life Sciences,NA,"Yes, off campus",Master's degree
R_z10NtP88SCtAi77,2022-03-29 10:53:10,Walk,7H 30M 0S,15H 0M 0S,No,Distance,Availability,Convenience,Environment,Time,10,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Boise, Idaho, United states","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Master's degree
R_1ifIDBF9LH69rE2,2022-03-29 10:53:12,Walk,9H 15M 0S,15H 30M 0S,Yes,Parking,NA,NA,NA,NA,9,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.67405610212121,40.25249326290909,Arvada Colorado US,Drive alone or with siblings,Non-binary / third gender,No,No,Humanities,NA,"Yes, both on and off campus",Master's degree
R_1r1xVepyCbzrZ5W,2022-03-29 10:54:16,Walk,9H 20M 0S,16H 0M 0S,No,Preference,Availability,Convenience,Weather,Exercise,10,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66046148030304,40.24272277718182,"Orem, UT",Walk,Female,No,No,Humanities,NA,No,Doctorate or professional degree
R_6LhWtv7jYDiyLVT,2022-03-29 10:55:10,Walk,7H 50M 0S,18H 30M 0S,Yes,Preference,Distance,Parking,Convenience,NA,12,11,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65527913333334,40.239564453818176,"Portland, Oregon, USA",Drive alone or with siblings,Male,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Master's degree
R_2PclOwlZrq11qyM,2022-03-29 10:55:53,The Ryde shuttle bus,7H 50M 0S,16H 35M 0S,Yes,Convenience,Availability,Flexibility,Environment,Distance,6,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6399249239394,40.23808687563636,"Littleton, Colorado, US","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,Fine Arts and Communications,NA,"Yes, on campus",Master's degree
R_1CkCrh2yQZGpc15,2022-03-29 10:56:10,"Bicycle, scooter, skateboard, etc.",9H 0M 0S,15H 53M 0S,No,Cost,Environment,Preference,Time,Weather,9,7,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64216659030303,40.273364054727274,"West Jordan, Utah, USA","Dropped off by parent or guardian,Bicycle, scooter, skateboard, etc.,Walk",Male,No,No,Humanities,NA,"Yes, off campus",Bachelor's degree
R_2QEDseSIH6BsbBW,2022-03-29 10:56:22,Drive alone,9H 30M 0S,13H 10M 0S,Yes,Flexibility,Convenience,Time,NA,NA,9,2,Junior,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,"Herriman, utah, usa",Drive alone or with siblings,Male,No,No,Nursing,NA,"Yes, off campus",Associate's degree
R_um4YWEELC0vOCit,2022-03-29 10:56:27,UTA Transit (incl. UVX Bus),9H 20M 0S,14H 59M 0S,Yes,Cost,Availability,Convenience,Exercise,NA,9,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.67193495545455,40.26002891163636,"Fort Worth, TX","Dropped off by parent or guardian,School bus",Male,No,No,Business,NA,"Yes, off campus",Doctorate or professional degree
R_2zegeKOs4FA8tCH,2022-03-29 10:58:08,Walk,10H 0M 0S,15H 14M 0S,No,Distance,Weather,NA,NA,NA,6,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.64151578393941,40.24126366872727,Provo,Walk,Male,No,No,Physical and Mathematical Sciences,NA,No,Doctorate or professional degree
R_2zcJ5ONplH2PcEB,2022-03-29 10:58:45,UTA Transit (incl. UVX Bus),7H 30M 0S,19H 20M 0S,Yes,Cost,Distance,Convenience,Time,NA,6,6,Junior,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,"Riverton, Utah, United States","Drive alone or with siblings,Dropped off by parent or guardian,Bicycle, scooter, skateboard, etc.,Walk",Female,No,No,Other/Undeclared,NA,"Yes, off campus",Some college
R_1QKo2pZzdn79rz7,2022-03-29 10:59:00,Walk,7H 50M 0S,11H 0M 0S,Yes,Convenience,Distance,Exercise,Parking,NA,8,7,Junior,On-campus housing,Helaman Halls,NA,NA,111.65426,40.2531,"Kansas City, MO, USA",Drive alone or with siblings,Male,No,No,Life Sciences,NA,No,Master's degree
R_3FIGG5ESFL5Dfyl,2022-03-29 10:59:10,Drive alone,8H 50M 0S,11H 30M 0S,Yes,Time,Distance,Flexibility,Convenience,NA,6,5,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66279956242425,40.25168059490909,"Houston, TX",Dropped off by parent or guardian,Female,No,No,Fine Arts and Communications,NA,"Yes, both on and off campus",Bachelor's degree
R_AibjgoFWRqdx5eN,2022-03-29 10:59:27,The Ryde shuttle bus,7H 40M 0S,17H 0M 0S,Yes,Convenience,Time,Distance,NA,NA,10,8,Junior,On-campus housing,Foreign Language Student Residence (FLSR),NA,NA,NA,NA,Pleasant Grove Utah USA,Drive alone or with siblings,Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Bachelor's degree
R_cvERsWzB4yaqhBD,2022-03-29 10:59:32,Dropped off by someone else,7H 30M 0S,17H 30M 0S,No,Health,Distance,Parking,Convenience,NA,9,10,Sophomore,On-campus housing,Foreign Language Student Residence (FLSR),NA,NA,NA,NA,McLean Virginia,Drive alone or with siblings,Male,No,No,Humanities,NA,No,Doctorate or professional degree
R_1NwslMejnYJtdax,2022-03-29 10:59:33,Walk,8H 5M 0S,15H 0M 0S,Yes,Cost,Convenience,Health,Weather,Distance,8,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6538811048485,40.23716338927272,"Marion, IL, USA","Drive alone or with siblings,Dropped off by parent or guardian",Male,No,No,Engineering,NA,"Yes, on campus",Doctorate or professional degree
R_2Sc6uFDcoZuEKMF,2022-03-29 10:59:43,Walk,9H 0M 0S,19H 0M 0S,Yes,Cost,Parking,Convenience,Distance,Exercise,7,10,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66193182060607,40.25836663618182,"Tucson, Az, United States",Drive alone or with siblings,Female,No,No,Other/Undeclared,NA,"Yes, off campus",Master's degree
R_31zKcIl4ropwJmF,2022-03-29 11:00:26,Walk,7H 46M 0S,14H 0M 0S,Yes,Convenience,Cost,Exercise,Distance,Time,8,7,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66149794969698,40.25271489963636,Gilbert Arizona,Drive alone or with siblings,Male,No,No,Physical and Mathematical Sciences,NA,"Yes, off campus",Doctorate or professional degree
R_pcn4fFrQSDOZba1,2022-03-29 11:01:52,Walk,9H 30M 0S,18H 0M 0S,No,Cost,Convenience,NA,NA,NA,11,5,Senior,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Statesboro, GA, Bulloch","Drive alone or with siblings,Dropped off by parent or guardian,School bus",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Doctorate or professional degree
R_3fiVRekIgtwGUDU,2022-03-29 11:01:54,Walk,9H 28M 0S,14H 0M 0S,Yes,Parking,NA,NA,NA,NA,9,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65959373848486,40.253804613545455,"Dallas, TX","Drive alone or with siblings,Dropped off by parent or guardian",Female,Yes,No,"Family, Home, and Social Sciences",NA,"Yes, off campus",Bachelor's degree
R_Z2YMiNkhzjKEye5,2022-03-29 11:01:57,Carpool,7H 55M 0S,18H 0M 0S,Yes,Distance,Convenience,Time,Parking,NA,10,6,Junior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.6546524309091,40.265015738,"Bentonville, Arkansas","Carpool with peers,Dropped off by parent or guardian,School bus",Male,Yes,No,Life Sciences,NA,"Yes, on campus",Master's degree
R_3sAFLNZLqlFW6FG,2022-03-29 11:02:00,Carpool,8H 45M 0S,11H 30M 0S,Yes,Distance,Convenience,Flexibility,Parking,NA,9,6,Junior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.66173898909092,40.25755396818182,"Broken arrow, Oklahoma",Drive alone or with siblings,Female,Yes,No,Nursing,NA,"Yes, off campus",Bachelor's degree
R_4SWwbR9rpjugAh3,2022-03-29 11:02:12,Carpool,8H 0M 0S,16H 0M 0S,Yes,Convenience,Time,Privacy,Flexibility,Preference,8,6,Junior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.6522661409091,40.272126583,American Fork UT,"Drive alone or with siblings,School bus",Female,Yes,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Doctorate or professional degree
R_1Nyobvu0WHfJKJz,2022-03-29 11:02:18,Walk,8H 5M 0S,14H 0M 0S,Yes,Parking,Cost,NA,NA,NA,6,8,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66046148030304,40.25430329618182,Idaho,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus,Public transportation",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, off campus",Master's degree
R_tLCnJ8CKjaPEEXn,2022-03-29 11:03:03,The Ryde shuttle bus,6H 50M 0S,17H 50M 0S,Yes,Cost,Convenience,Parking,Time,NA,9,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65313388272729,40.233728019999994,"Lehi, utah, usa",Walk,Female,No,No,Other/Undeclared,NA,"Yes, off campus",Some college
R_1CI38s7ci3LaIZP,2022-03-29 11:03:39,Drive alone,9H 0M 0S,16H 0M 0S,Yes,Cost,NA,NA,NA,NA,7,8,Freshman,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,"Eagle Mountain, Utah, USA",Other (specify):,Male,No,No,Engineering,NA,"Yes, off campus",Master's degree
R_3EvgfceEjw8Jjez,2022-03-29 11:04:41,Carpool,6H 0M 0S,20H 30M 0S,Yes,Flexibility,Time,Convenience,Weather,Privacy,10,2,Sophomore,On-campus housing,Wyview Park,NA,NA,111.66039,40.26054,Bountiful Utah,Drive alone or with siblings,Male,No,No,Business,NA,NA,NA
R_3EXTyik1SmhHPeU,2022-03-29 11:04:58,Carpool,7H 3M 0S,20H 3M 0S,No,Weather,Convenience,Availability,NA,NA,10,6,Junior,On-campus housing,Wyview Park,NA,NA,111.66039,40.26054,Dayton ohio,"Bicycle, scooter, skateboard, etc.,Walk",Female,No,No,Life Sciences,NA,"Yes, both on and off campus",Master's degree
R_1dtrHPj4chqjnne,2022-03-29 11:05:40,Walk,9H 0M 0S,18H 0M 0S,Yes,Cost,Convenience,Flexibility,NA,NA,12,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65997940151516,40.24316605063636,"Duluth, MN, USA",Drive alone or with siblings,Male,No,No,Engineering,NA,"Yes, on campus",Doctorate or professional degree
R_11gx8rDBtOMW9DP,2022-03-29 11:06:22,Walk,9H 0M 0S,18H 0M 0S,Yes,Weather,Flexibility,Convenience,Distance,NA,8,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,West jordan,"Drive alone or with siblings,Dropped off by parent or guardian,Public transportation,Walk",Male,No,No,Engineering,NA,No,No college/post-secondary education
R_20SBVuZwujheUbm,2022-03-29 11:06:45,The Ryde shuttle bus,9H 50M 0S,16H 0M 0S,Yes,Parking,Convenience,NA,NA,NA,8,8,Senior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,"Seoul, Korea","School bus,Public transportation",Female,Yes,No,Fine Arts and Communications,NA,"Yes, on campus",Master's degree
R_3018H2dZ5kkWoWI,2022-03-29 11:06:52,Walk,10H 0M 0S,14H 0M 0S,Yes,Distance,Convenience,Preference,Flexibility,NA,8,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.63705655515153,40.24532700872727,Springville,"Drive alone or with siblings,Carpool with peers,School bus",Female,No,No,Life Sciences,NA,"Yes, off campus",Master's degree
R_Tj6XdTYdT8xlmPn,2022-03-29 11:08:35,Motorcycle or similar,9H 30M 0S,16H 2M 0S,Yes,Parking,Convenience,Cost,NA,NA,10,7,Sophomore,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.63471847303032,40.224973369272725,South Jordan,Carpool with peers,Male,No,No,"Family, Home, and Social Sciences",NA,NA,Master's degree
R_21bPW5k1bEoG9Qs,2022-03-29 11:09:45,"Bicycle, scooter, skateboard, etc.",11H 0M 0S,19H 5M 0S,No,Parking,Cost,Availability,NA,NA,8,7,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65641201848486,40.25609485972727,"Richfield, Utah, USA","Drive alone or with siblings,School bus,Bicycle, scooter, skateboard, etc.",Female,No,No,Engineering,NA,"Yes, on campus",Bachelor's degree
R_27HACrJAUN8tMx9,2022-03-29 11:11:48,Walk,7H 45M 0S,11H 30M 0S,No,Availability,Cost,Parking,Flexibility,NA,6,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66067841575759,40.25934553172727,"Round Rock, TX. USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Master's degree
R_A1zIEEshMvA63rH,2022-03-29 11:11:59,Walk,9H 30M 0S,19H 0M 0S,No,Availability,Convenience,Health,Cost,NA,10,8,Sophomore,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Newport, OR, USA",Drive alone or with siblings,Female,No,No,Education,NA,"Yes, on campus",Master's degree
R_1didJRrIquub4bk,2022-03-29 11:12:11,Walk,9H 0M 0S,10H 0M 0S,Yes,Parking,Cost,Distance,Convenience,Exercise,9,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.65060296909091,40.23954598409091,"North Ogden, UT","Drive alone or with siblings,Carpool with peers",Female,No,No,Fine Arts and Communications,NA,"Yes, on campus",Bachelor's degree
R_1esGC6O2lCRQvom,2022-03-29 11:12:30,Walk,9H 0M 0S,17H 0M 0S,No,Cost,Distance,Health,Exercise,Weather,6,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.65113325575759,40.24248267072727,Philippines,Motorcycle or similar,Female,No,No,Engineering,NA,"Yes, on campus",Associate's degree
R_Z2KkoHxe8bswtHP,2022-03-29 11:12:54,Walk,NA,15H 30M 0S,Yes,Parking,Health,Exercise,Preference,Environment,2,11,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,Bountiful Utah,Drive alone or with siblings,Female,No,No,Business,NA,"Yes, off campus",Doctorate or professional degree
R_6zfOSbGhIs8rnH3,2022-03-29 11:14:02,Drive alone,11H 0M 0S,18H 1M 0S,Yes,Convenience,Distance,Preference,Weather,Parking,8,7,Graduate student,Non-BYU-contracted housing (including with family),NA,NA,Provo,NA,NA,Casper Wyoming,Drive alone or with siblings,Female,No,"Yes, 1","Family, Home, and Social Sciences",NA,"Yes, on campus",Some college
R_1F2paBeRF7ErKDX,2022-03-29 11:14:14,The Ryde shuttle bus,8H 40M 0S,18H 0M 0S,Yes,Convenience,Parking,Cost,Health,Preference,6,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.63982850818184,40.238807195,"Kaysville, UT, USA","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Bachelor's degree
R_RJ2F6UvxVchXWkV,2022-03-29 11:14:17,Drive alone,9H 42M 0S,15H 11M 0S,Yes,Time,Convenience,Distance,NA,NA,8,7,Graduate student,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.64011775545455,40.222757001999994,"West Valley City, Ut, USA","Drive alone or with siblings,Dropped off by parent or guardian",Female,Yes,"Yes, more than 1",Education,NA,"Yes, on campus",No college/post-secondary education
R_3KrzY3ZdDAuieiU,2022-03-29 11:14:17,The Ryde shuttle bus,8H 48M 0S,22H 9M 0S,No,Cost,Convenience,Flexibility,Distance,Safety,7,11,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64182913515153,40.239010361999995,"Washougal, Washington, USA","Drive alone or with siblings,Dropped off by parent or guardian,School bus",Female,No,No,Life Sciences,NA,"Yes, on campus",Bachelor's degree
R_3sAdBuvClym5Eua,2022-03-29 11:16:04,Walk,7H 30M 0S,20H 0M 0S,No,Cost,Convenience,Flexibility,Preference,Availability,6,2,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.6558576278788,40.24573334272727,"Lexington, Ky, us","Carpool with peers,School bus",Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Associate's degree
R_1QFVR1V4ZDzgh78,2022-03-29 11:16:26,Drive alone,8H 45M 0S,17H 30M 0S,Yes,NA,NA,NA,NA,NA,8,10,Senior,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,"Edinburgh, IN","Dropped off by parent or guardian,School bus",Female,Yes,No,"Family, Home, and Social Sciences",NA,No,Bachelor's degree
R_e4YOgkF1URyaylz,2022-03-29 11:17:06,Walk,8H 0M 0S,17H 0M 0S,Yes,Parking,Cost,NA,NA,NA,8,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64966291545456,40.24118978981818,"Middleton, Idaho, US",Drive alone or with siblings,Female,No,No,Nursing,NA,"Yes, on campus",Master's degree
R_tDGQmwW9zAKFUxX,2022-03-29 11:17:30,"Bicycle, scooter, skateboard, etc.",8H 0M 0S,19H 55M 0S,Yes,Time,Parking,Cost,Exercise,Preference,11,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66354678454546,40.23965680245454,"Bountiful, Utah, US",Drive alone or with siblings,Male,Yes,No,Business,NA,"Yes, off campus",Master's degree
R_235Zab1cuvX298t,2022-03-29 11:17:33,"Bicycle, scooter, skateboard, etc.",8H 0M 0S,14H 0M 0S,Yes,Exercise,Parking,Convenience,Distance,Time,6,6,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.66875323545455,40.25430329618182,"Bountiful, utah, usa",Drive alone or with siblings,Female,Yes,No,"Family, Home, and Social Sciences",NA,"Yes, off campus",Bachelor's degree
R_eQjjSMhzXcWYS8F,2022-03-29 11:18:23,Drive alone,9H 0M 0S,11H 30M 0S,Yes,Convenience,Safety,Distance,Privacy,Time,6,6,Junior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,Peru,"Carpool with peers,School bus",Female,Yes,"Yes, 1","Family, Home, and Social Sciences",NA,No,Master's degree
R_C2fGtydis9Ne0Rr,2022-03-29 11:18:54,Carpool,9H 35M 0S,13H 30M 0S,Yes,Convenience,Distance,Parking,Weather,Cost,8,6,Junior,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.67364633515152,40.24118978981818,"Draper, Utah, usa",Walk,Male,No,No,Physical and Mathematical Sciences,NA,"Yes, off campus",Master's degree
R_3holg3ElPXwOWFp,2022-03-29 11:19:08,Walk,11H 15M 0S,11H 5M 0S,Yes,Cost,Convenience,Parking,NA,NA,6,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65180816606062,40.238271572909085,Utah,Drive alone or with siblings,Female,No,No,Education,NA,"Yes, on campus",Master's degree
R_3OjktswEnd4doTW,2022-03-29 11:19:15,Drive alone,9H 20M 0S,18H 0M 0S,Yes,Convenience,Time,NA,NA,NA,9,9,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.67003074424242,40.24940881845454,Ecuador,School bus,Male,No,No,Business,NA,"Yes, on campus",Doctorate or professional degree
R_32ILDbdplgoN9GD,2022-03-29 11:19:47,Walk,9H 0M 0S,19H 0M 0S,Yes,Cost,Parking,Flexibility,NA,NA,9,10,Junior,Off-campus BYU-contracted housing,NA,NA,Provo,111.6475176648485,40.23354332272727,Enterprise Utah,Drive alone or with siblings,Female,No,No,Business,NA,"Yes, on campus",Master's degree
R_3qH6aiYpK9FuLxT,2022-03-29 11:21:09,The Ryde shuttle bus,8H 0M 0S,15H 30M 0S,Yes,Convenience,Cost,NA,NA,NA,9,9,Graduate student,Off-campus BYU-contracted housing,NA,NA,Provo,111.66875323545455,40.260176669454545,"Houston, Texas, USA",Drive alone or with siblings,Male,Yes,No,Humanities,NA,"Yes, on campus",Bachelor's degree
R_2wpNKOm7w1qFMJI,2022-03-29 11:21:55,UTA Transit (incl. UVX Bus),7H 45M 0S,15H 17M 0S,Yes,Parking,Distance,Convenience,Availability,Cost,6,6,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.65976246606061,40.24120825954545,"Orem, ut, USA","Dropped off by parent or guardian,Bicycle, scooter, skateboard, etc.",Male,No,No,Business,NA,"Yes, on campus",Master's degree
R_1H2HIVP28tCGhu5,2022-03-29 11:22:26,The Ryde shuttle bus,8H 50M 0S,15H 20M 0S,Yes,Convenience,Time,Distance,NA,NA,6,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.64117832878789,40.257092225,Caldwell Idaho USA,"Drive alone or with siblings,Walk",Female,Yes,No,Humanities,NA,"Yes, on campus",Bachelor's degree
R_2DP84LrUvtznnVP,2022-03-29 11:24:48,Motorcycle or similar,9H 0M 0S,18H 22M 0S,Yes,Cost,Parking,Environment,Convenience,Weather,5,5,Graduate student,Off-campus BYU-contracted housing,NA,NA,Provo,111.64966291545456,40.23080980309091,"Draper, Utah","Drive alone or with siblings,School bus",Male,No,No,Law,NA,No,Bachelor's degree
R_3ly6txX6AKFkN3K,2022-03-29 11:24:53,UTA Transit (incl. UVX Bus),11H 0M 0S,17H 0M 0S,Yes,Distance,Environment,Cost,Preference,Convenience,6,6,Senior,Off-campus BYU-contracted housing,NA,NA,Orem,111.69352,40.29717,Whittier CA USA,Drive alone or with siblings,Male,No,No,Physical and Mathematical Sciences,NA,"Yes, on campus",Bachelor's degree
R_brxxr6pdblid985,2022-03-29 11:27:09,Drive alone,8H 0M 0S,23H 0M 0S,Yes,Availability,Convenience,NA,NA,NA,6,6,Senior,Non-BYU-contracted housing (including with family),NA,NA,Orem,111.69352,40.29717,"Orem, Utah, US",Drive alone or with siblings,Male,No,No,Engineering,NA,"Yes, on campus",Master's degree
R_3MGT8GJaZGRsdI4,2022-03-29 11:33:14,The Ryde shuttle bus,9H 48M 0S,18H 0M 0S,No,Convenience,Distance,Availability,Weather,NA,7,6,Freshman,Off-campus BYU-contracted housing,NA,NA,Provo,111.64137116030304,40.237920648090906,"Allentown, Pennsylvania, United States","Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian,School bus",Female,No,No,Life Sciences,NA,No,Master's degree
R_OfgympBMGjpC5bP,2022-03-29 11:36:06,Walk,8H 0M 0S,17H 32M 0S,Yes,Distance,Parking,Cost,Convenience,NA,9,9,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,NA,NA,"Venice, Utah, USA","Drive alone or with siblings,School bus",Female,No,No,Physical and Mathematical Sciences,NA,"Yes, both on and off campus",Some college
R_22Jn3lTqt99ujiy,2022-03-29 11:36:36,Drive alone,9H 15M 0S,17H 0M 0S,Yes,Distance,Time,Availability,NA,NA,8,9,Junior,Non-BYU-contracted housing (including with family),NA,NA,Other (specify):,NA,NA,Coalville Utah,"Drive alone or with siblings,School bus",Female,Yes,No,Education,NA,"Yes, on campus",No college/post-secondary education
R_3hs9MN375kWznPJ,2022-03-29 11:41:04,Walk,8H 38M 0S,17H 0M 0S,Yes,Cost,Exercise,Health,Parking,Availability,9,8,Sophomore,Non-BYU-contracted housing (including with family),NA,NA,Provo,111.6602445448485,40.24663835936364,"Meeker, Colorado, United States","Carpool with peers,Walk",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Trade school
R_1i8wjlXFRrqiyYi,2022-03-29 11:45:53,The Ryde shuttle bus,7H 50M 0S,17H 0M 0S,Yes,Cost,Convenience,Parking,NA,NA,9,9,Senior,On-campus housing,Wymount Terrace,NA,NA,111.6414,40.25899,"Folsom, California, USA",Drive alone or with siblings,Male,Yes,No,Physical and Mathematical Sciences,NA,"Yes, both on and off campus",Master's degree
R_1iasuqWrznpF1gT,2022-03-29 11:48:13,The Ryde shuttle bus,9H 51M 0S,17H 45M 0S,Yes,Convenience,Availability,Time,Distance,NA,6,6,Senior,Off-campus BYU-contracted housing,NA,NA,Provo,111.63968388454546,40.237181858999996,"Pleasant Grove, Utah, USA","Drive alone or with siblings,Carpool with peers,Walk",Male,No,No,Fine Arts and Communications,NA,"Yes, off campus",Doctorate or professional degree
R_2YG6wOKZswRIYo7,2022-03-29 11:51:28,Walk,11H 11M 0S,16H 0M 0S,Yes,Convenience,Exercise,Environment,Distance,Cost,6,6,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"poway, ca","Drive alone or with siblings,Dropped off by parent or guardian,Walk",Female,No,No,Education,NA,No,Doctorate or professional degree
R_1rk6cVAGNqbKtgv,2022-03-29 11:52:29,The Ryde shuttle bus,11H 0M 0S,18H 0M 0S,Yes,Preference,Convenience,Parking,Time,NA,6,9,Sophomore,On-campus housing,Foreign Language Student Residence (FLSR),NA,NA,NA,NA,"Wisconsin, USA",Dropped off by parent or guardian,Female,No,No,Humanities,NA,No,Doctorate or professional degree
R_3lxiKrSSZE5hNkf,2022-03-29 11:53:08,Walk,7H 50M 0S,14H 20M 0S,No,Convenience,Exercise,Availability,Cost,Environment,9,8,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.6392018057576,40.242999823090905,Poway CA,"Drive alone or with siblings,Carpool with peers,Dropped off by parent or guardian",Female,No,No,"Family, Home, and Social Sciences",NA,"Yes, on campus",Master's degree
R_6KbbPlw4F91mGGt,2022-03-29 11:53:20,The Ryde shuttle bus,8H 50M 0S,13H 0M 0S,Yes,Parking,Cost,Convenience,NA,NA,11,4,Junior,On-campus housing,Wyview Park,NA,NA,111.66039,40.26054,Lake George NY,"Dropped off by parent or guardian,School bus",Male,No,No,Other/Undeclared,NA,"Yes, on campus",Bachelor's degree
R_2SeOCF5s7Ij8JGL,2022-03-29 11:54:22,Walk,9H 30M 0S,19H 0M 0S,No,Convenience,Distance,Availability,Time,Preference,10,11,Freshman,On-campus housing,Heritage Halls,NA,NA,NA,NA,"Farmington, Utah, USA","Drive alone or with siblings,Dropped off by parent or guardian",Female,No,No,Other/Undeclared,NA,"Yes, on campus",Doctorate or professional degree
R_2q7y5bIcHVdcY85,2022-03-29 11:54:27,Dropped off by someone else,9H 0M 0S,17H 0M 0S,No,Cost,Distance,Convenience,NA,NA,6,11,Sophomore,Off-campus BYU-contracted housing,NA,NA,Other (specify):,NA,NA,Alpine UT,"Drive alone or with siblings,Dropped off by parent or guardian,School bus",Female,No,No,Education,NA,"Yes, on campus",Associate's degree
R_1E5OT0K6oO7tNgp,2022-03-29 11:55:41,Walk,8H 30M 0S,18H 0M 0S,Yes,Parking,Convenience,Distance,NA,NA,9,6,Sophomore,Off-campus BYU-contracted housing,NA,NA,Provo,111.66875323545455,40.25347215845454,Powder springs GA,Drive alone or with siblings,Male,No,No,Business,NA,"Yes, off campus",No college/post-secondary education
R_cMga0B1WpvRycaR,2022-03-29 11:55:59,Walk,9H 20M 0S,16H 13M 0S,Yes,Time,Distance,NA,NA,NA,9,9,Sophomore,On-campus housing,Other (specify):,NA,NA,NA,NA,Cedar hills ut,Drive alone or with siblings,Male,No,No,Business,NA,No,Master's degree
